age,gender,education,marital_status,num_dependents,annual_income,credit_score,existing_debt,num_credit_cards,months_employed,loan_amount,loan_term_months,loan_purpose,interest_rate,property_ownership,loan_default
37,Male,High School,Divorced,2,27100.0,635.0,21700,6.0,,15100,60,Car,10.16,Own,1
30,Male,PhD,Divorced,4,77200.0,,39100,2.0,47.0,32800,48,Car,10.78,Mortgage,0
45,Male,High School,Married,1,28000.0,,4600,2.0,9.0,33400,60,Car,10.38,Rent,1
65,Female,Bachelor,Single,1,58500.0,675.0,27100,0.0,21.0,35900,36,Education,5.35,Own,0
46,Female,Bachelor,Single,4,48800.0,847.0,6600,7.0,141.0,31700,36,Car,7.35,Mortgage,0
30,Male,High School,Single,0,42800.0,685.0,12900,0.0,66.0,30900,48,Home,7.36,Rent,1
63,Male,High School,Married,2,27700.0,,11400,2.0,38.0,12500,60,Home,13.65,Own,0
52,Female,Bachelor,Married,2,63700.0,519.0,30200,5.0,14.0,12000,60,Personal,9.39,Rent,1
23,Male,Master,Married,1,59900.0,565.0,46900,1.0,23.0,29000,60,Medical,8.83,Rent,1
35,Male,Bachelor,Married,1,53600.0,610.0,42200,2.0,8.0,38200,48,Car,9.33,Own,0
68,Female,Bachelor,Single,4,21400.0,611.0,3600,3.0,21.0,21800,12,Car,7.21,Rent,1
22,Female,PhD,Single,3,54300.0,631.0,25900,6.0,8.0,25100,36,Education,9.71,Own,0
64,Female,Master,Married,0,80100.0,618.0,53800,0.0,76.0,25200,24,Medical,7.06,Mortgage,0
42,Male,Bachelor,Single,3,41500.0,632.0,11100,3.0,4.0,2900,24,Education,12.78,Own,0
19,Male,Bachelor,Married,3,53800.0,616.0,33600,3.0,10.0,27900,24,Personal,5.89,Own,1
27,Female,Bachelor,Divorced,1,58700.0,651.0,42000,0.0,56.0,18400,12,Medical,9.07,Mortgage,1
47,Female,Bachelor,Married,1,28700.0,578.0,16200,7.0,112.0,32300,24,Personal,10.51,Rent,1
67,Female,Bachelor,Single,1,40800.0,549.0,13400,6.0,160.0,24600,60,Home,8.26,Own,0
62,Female,Bachelor,Single,3,39800.0,631.0,29700,2.0,87.0,22800,36,Personal,8.88,Mortgage,1
22,Male,High School,Married,0,39000.0,685.0,28000,5.0,11.0,23100,24,Personal,7.9,Mortgage,1
50,Female,Bachelor,Married,1,67700.0,906.0,40700,4.0,16.0,21100,48,Home,5.76,Own,1
18,Male,Bachelor,Married,2,48700.0,604.0,17300,7.0,98.0,8700,48,Car,13.7,Mortgage,0
35,Male,High School,Married,0,28900.0,638.0,18900,7.0,106.0,36400,36,Education,7.42,Rent,0
49,Female,High School,Married,2,33400.0,636.0,10700,,49.0,17400,24,Home,4.58,Mortgage,0
64,Male,Bachelor,Married,0,60900.0,710.0,16900,2.0,18.0,19400,24,Personal,6.33,Mortgage,0
66,Male,Bachelor,Single,1,36200.0,725.0,16700,4.0,12.0,25900,36,Personal,12.49,Mortgage,0
28,Female,Bachelor,Married,4,72600.0,668.0,57900,6.0,92.0,11600,12,Car,15.33,Mortgage,0
38,Male,Bachelor,Single,1,40500.0,747.0,26900,3.0,11.0,19000,48,Home,9.62,Mortgage,1
43,Female,Bachelor,Single,3,41300.0,,25200,2.0,,48000,48,Personal,10.87,Own,0
42,Male,High School,Married,3,17800.0,717.0,7400,3.0,165.0,29000,48,Car,14.04,Mortgage,1
39,Female,Bachelor,Married,0,57200.0,601.0,18200,7.0,59.0,14700,36,Home,5.62,Rent,0
44,Male,Master,Divorced,3,103000.0,674.0,72000,2.0,14.0,1000,24,Car,9.68,Mortgage,0
66,Male,Master,Married,1,,702.0,38600,7.0,16.0,37000,36,Personal,13.98,Mortgage,0
30,Female,Bachelor,Divorced,2,34600.0,654.0,23200,6.0,5.0,12900,36,Personal,11.02,Rent,1
50,Female,Bachelor,Divorced,1,79700.0,573.0,35200,5.0,56.0,18500,48,Education,7.68,Own,0
51,Male,High School,Married,0,23900.0,516.0,15000,6.0,35.0,20000,60,Car,9.59,Mortgage,0
58,Male,Bachelor,Married,3,50700.0,695.0,35900,1.0,11.0,14000,12,Car,14.09,Own,0
52,Female,High School,Married,2,24200.0,628.0,9100,1.0,12.0,24100,60,Home,8.95,Rent,1
18,Female,PhD,Divorced,4,64900.0,634.0,7100,6.0,0.0,18400,60,Personal,5.73,Rent,0
38,Female,High School,Married,2,21500.0,770.0,6000,0.0,184.0,32300,24,Home,10.33,Own,0
65,Female,High School,Single,2,35200.0,574.0,26100,4.0,,26700,24,Education,5.79,Mortgage,0
23,Male,Master,Married,1,50400.0,709.0,29300,6.0,24.0,42200,36,Education,6.3,Own,1
45,Male,PhD,Single,4,113900.0,591.0,70200,6.0,140.0,42400,36,Home,7.1,Mortgage,0
34,Female,Master,Married,0,67900.0,636.0,22300,3.0,54.0,13500,24,Personal,8.44,Mortgage,0
22,Male,High School,Single,0,54000.0,563.0,31900,3.0,67.0,21100,24,Car,5.96,Rent,1
48,Male,High School,Married,2,43300.0,590.0,23900,2.0,55.0,50900,60,Home,9.73,Mortgage,1
22,Female,Bachelor,Divorced,2,28000.0,683.0,6300,4.0,68.0,11100,24,Personal,7.46,Rent,0
55,Female,High School,Single,3,42400.0,754.0,33000,7.0,9.0,34600,36,Home,10.96,Rent,1
20,Female,High School,Single,4,44000.0,,15300,3.0,40.0,31600,48,Home,8.62,Rent,1
40,Female,Bachelor,Single,2,35500.0,674.0,11700,4.0,91.0,14800,60,Education,8.04,Mortgage,0
54,Female,PhD,Married,3,87600.0,850.0,31400,6.0,1.0,15400,36,Home,8.16,Rent,0
54,Male,Bachelor,Single,4,69000.0,695.0,11300,4.0,6.0,47100,24,Personal,12.88,Mortgage,0
27,Male,Bachelor,Single,0,52100.0,575.0,28000,1.0,14.0,46900,48,Home,11.15,Rent,1
27,Male,Bachelor,Single,3,,515.0,17600,7.0,17.0,30200,48,Home,4.21,Rent,1
36,Male,Bachelor,Married,4,58900.0,680.0,39000,3.0,10.0,8400,60,Personal,7.0,Own,1
34,Female,Bachelor,Single,3,59100.0,537.0,22200,3.0,47.0,40100,24,Home,8.79,Rent,0
38,Male,High School,Married,2,47600.0,570.0,20000,0.0,17.0,8300,48,Personal,3.0,Mortgage,0
31,Male,High School,Single,1,15000.0,674.0,8300,4.0,8.0,33600,36,Car,9.79,Mortgage,1
26,Male,Master,Married,0,66500.0,733.0,42100,2.0,113.0,5600,60,Home,5.95,Mortgage,0
63,Male,High School,Single,2,15000.0,627.0,3900,7.0,57.0,25100,36,Home,6.3,Mortgage,0
18,Male,PhD,Married,2,73400.0,554.0,57000,1.0,14.0,35600,36,Car,6.39,Own,1
68,Male,High School,Single,4,37500.0,638.0,20100,6.0,21.0,1000,24,Education,12.28,Own,0
62,Male,Bachelor,Married,3,57800.0,628.0,6000,0.0,65.0,18700,36,Home,10.33,Rent,0
30,Male,Bachelor,Divorced,0,37400.0,659.0,14600,1.0,75.0,26800,36,Education,7.15,Rent,0
21,Male,High School,Divorced,2,,554.0,25100,2.0,9.0,20900,12,Car,6.81,Own,0
18,Female,High School,Married,4,23700.0,583.0,15800,0.0,132.0,16900,36,Car,8.99,Own,0
66,Male,Bachelor,Married,0,22200.0,732.0,7000,1.0,74.0,23400,36,Car,13.29,Mortgage,1
57,Male,Master,Married,3,80100.0,711.0,26600,,93.0,37500,48,Education,7.73,Rent,0
49,Female,Master,Married,2,90900.0,743.0,13600,5.0,7.0,41400,24,Home,3.0,Rent,1
51,Male,Bachelor,Single,2,70100.0,,20900,0.0,7.0,33500,48,Home,9.0,Rent,0
45,Female,Master,Married,2,95900.0,579.0,57700,2.0,17.0,43600,48,Personal,9.32,Own,1
48,Female,Bachelor,Married,0,44300.0,729.0,24100,0.0,,18600,24,Car,9.61,Rent,1
25,Male,Master,Single,0,89400.0,697.0,14000,3.0,5.0,32200,12,Home,8.39,Own,0
56,Female,Bachelor,Single,0,54300.0,683.0,9800,3.0,7.0,12800,48,Home,8.91,Mortgage,0
43,Male,Bachelor,Single,0,66500.0,,24200,1.0,60.0,60200,24,Car,5.56,Own,0
51,Female,Master,Married,4,43900.0,600.0,27200,7.0,1.0,26200,24,Personal,11.77,Mortgage,0
20,Male,Bachelor,Single,1,90500.0,,61800,4.0,4.0,34600,36,Home,6.93,Mortgage,0
67,Female,Master,Single,4,77300.0,614.0,8500,5.0,139.0,3900,36,Education,7.73,Rent,0
29,Male,Bachelor,Single,2,55400.0,692.0,18300,6.0,4.0,34400,36,Car,9.68,Mortgage,1
18,Male,High School,Married,4,15000.0,653.0,6000,4.0,37.0,26400,60,Personal,9.14,Own,1
61,Female,High School,Married,3,46200.0,572.0,34100,6.0,49.0,30600,60,Home,13.23,Own,0
22,Male,Bachelor,Single,0,,701.0,19600,6.0,153.0,25200,60,Medical,12.43,Rent,0
47,Male,Bachelor,Single,3,53200.0,750.0,15400,6.0,110.0,23600,36,Home,7.02,Mortgage,0
47,Female,Master,Single,3,68800.0,756.0,25700,2.0,28.0,21300,60,Education,14.43,Own,0
34,Female,High School,Divorced,2,47900.0,704.0,19400,0.0,137.0,23900,48,Education,11.35,Own,0
65,Male,Master,Married,0,61400.0,705.0,34900,3.0,27.0,42600,48,Home,8.89,Rent,0
64,Female,Master,Married,3,92800.0,557.0,11900,4.0,53.0,20600,36,Education,6.51,Mortgage,0
40,Female,High School,Single,2,26000.0,596.0,9700,7.0,14.0,52100,24,Education,8.31,Own,1
32,Female,Master,Married,0,69500.0,637.0,38400,6.0,49.0,25700,60,Car,3.0,Rent,0
54,Male,PhD,Married,1,90400.0,,27000,3.0,37.0,41800,36,Car,10.13,Rent,0
38,Female,Master,Single,2,,602.0,35600,6.0,45.0,38700,60,Home,4.54,Own,1
31,Male,Master,Single,4,991256.0,625.0,26200,5.0,55.0,6200,24,Home,9.96,Mortgage,0
19,Female,PhD,Married,0,103100.0,695.0,65100,2.0,9.0,8800,60,Home,7.06,Rent,1
28,Male,Bachelor,Married,3,64500.0,661.0,9200,7.0,17.0,16900,24,Education,8.88,Mortgage,0
68,Male,Bachelor,Divorced,3,60000.0,677.0,44600,5.0,64.0,6500,36,Car,6.65,Mortgage,0
56,Female,Master,Married,4,73400.0,588.0,16200,5.0,9.0,20000,36,Home,6.33,Own,0
55,Male,Bachelor,Married,4,55800.0,624.0,11800,2.0,20.0,25300,48,Medical,10.7,Rent,0
51,Female,Bachelor,Single,3,37800.0,612.0,26000,0.0,53.0,32800,48,Education,6.62,Mortgage,1
55,Female,Bachelor,Married,0,73800.0,,52300,7.0,133.0,27200,36,Personal,5.79,Rent,0
67,Female,Master,Married,2,83000.0,615.0,13700,5.0,4.0,25100,12,Personal,5.35,Rent,1
51,Male,High School,Single,4,65100.0,604.0,47900,4.0,35.0,37300,36,Personal,11.06,Mortgage,1
131,Female,PhD,Divorced,4,100600.0,660.0,29300,6.0,4.0,35700,36,Home,5.14,Own,0
47,Male,Bachelor,Single,4,38200.0,818.0,20400,2.0,23.0,47900,48,Medical,8.52,Mortgage,0
32,Male,High School,Single,1,18500.0,697.0,2700,2.0,9.0,27200,24,Medical,15.14,Mortgage,0
44,Female,Bachelor,Married,0,62000.0,508.0,22700,6.0,50.0,1000,36,Personal,6.43,Rent,0
68,Male,High School,Married,0,44000.0,678.0,18300,3.0,68.0,30100,60,Car,6.16,Own,0
51,Male,Bachelor,Married,0,63600.0,609.0,33100,1.0,14.0,52200,12,Medical,11.76,Mortgage,1
69,Female,Master,Single,0,89200.0,575.0,41700,7.0,60.0,37300,36,Medical,4.94,Own,1
55,Male,Master,Married,0,47700.0,706.0,20200,5.0,28.0,40100,12,Car,11.76,Rent,0
50,Male,High School,Married,3,53800.0,656.0,41500,4.0,16.0,26100,24,Medical,7.36,Mortgage,0
41,Female,High School,Married,4,24900.0,849.0,5700,0.0,36.0,36000,36,Home,11.21,Own,0
32,Male,Master,Divorced,3,66800.0,641.0,14100,5.0,23.0,40700,36,Medical,9.82,Mortgage,0
47,Female,PhD,Married,1,98900.0,632.0,59300,6.0,13.0,21000,36,Medical,10.22,Rent,0
59,Female,Bachelor,Single,2,60800.0,746.0,9300,0.0,68.0,19000,60,Home,7.17,Rent,0
68,Female,Bachelor,Married,4,37600.0,652.0,16500,3.0,,30500,48,Personal,7.32,Rent,1
34,Female,Bachelor,Single,1,51200.0,565.0,22500,5.0,77.0,36600,60,Personal,6.94,Mortgage,0
22,Male,Master,Single,3,46500.0,580.0,14700,0.0,23.0,1000,36,Home,12.49,Mortgage,0
46,Male,Bachelor,Married,2,69600.0,624.0,52300,5.0,9.0,22700,36,Home,8.52,Rent,1
21,Female,Bachelor,Divorced,1,62800.0,703.0,18700,2.0,88.0,1600,36,Medical,14.35,Rent,0
27,Female,Bachelor,Single,2,84100.0,752.0,25400,5.0,19.0,23500,48,Education,9.19,Rent,0
34,Female,Master,Married,1,86400.0,714.0,22800,4.0,66.0,45300,36,Car,7.95,Rent,0
27,Male,High School,Single,3,21400.0,695.0,4300,5.0,82.0,17500,24,Personal,7.85,Own,1
34,Male,Bachelor,Married,2,52900.0,738.0,18800,0.0,70.0,21600,24,Personal,6.41,Mortgage,0
37,Male,Bachelor,Married,1,,700.0,23700,4.0,,32900,36,Education,9.17,Mortgage,1
41,Female,High School,Married,3,34200.0,578.0,21200,0.0,133.0,36900,12,Home,8.23,Mortgage,1
22,Male,High School,Single,4,34100.0,,22800,7.0,52.0,36500,24,Education,6.66,Rent,1
51,Female,Master,Married,3,,609.0,15700,6.0,41.0,25400,48,Medical,8.32,Mortgage,1
23,Female,Master,Divorced,3,49800.0,751.0,6200,6.0,57.0,31800,12,Personal,7.0,Mortgage,0
19,Male,Master,Married,4,56600.0,574.0,44300,1.0,2.0,31300,36,Home,9.36,Rent,1
30,Female,Master,Married,3,75900.0,575.0,8400,1.0,24.0,16600,48,Education,10.65,Mortgage,0
60,Male,Bachelor,Divorced,4,43700.0,664.0,33800,4.0,102.0,4000,24,Car,6.62,Own,0
60,Female,Master,Single,4,83300.0,804.0,56700,6.0,8.0,14200,24,Medical,7.13,Own,0
65,Female,Bachelor,Married,4,67800.0,709.0,50100,1.0,26.0,42300,12,Home,5.79,Own,1
28,Female,Bachelor,Divorced,1,17900.0,733.0,6600,1.0,25.0,51600,36,Personal,11.9,Own,1
68,Female,PhD,Single,2,,561.0,16600,2.0,21.0,23900,48,Education,3.18,Rent,0
64,Male,High School,Married,1,27600.0,704.0,14500,0.0,40.0,41800,36,Personal,6.52,Mortgage,1
40,Male,Bachelor,Single,4,16600.0,561.0,10300,1.0,267.0,21400,36,Car,10.63,Mortgage,1
33,Female,Bachelor,Married,2,55400.0,708.0,10600,4.0,,29200,36,Medical,6.61,Mortgage,0
48,Male,High School,Married,2,22000.0,524.0,14500,2.0,59.0,17600,48,Personal,6.5,Rent,1
28,Male,High School,Single,4,15000.0,623.0,3700,6.0,68.0,37200,12,Personal,10.52,Rent,1
33,Male,Master,Married,2,95300.0,486.0,42300,1.0,42.0,17300,48,Personal,3.0,Rent,1
25,Female,PhD,Single,2,66300.0,579.0,46400,5.0,5.0,14300,48,Home,8.59,Rent,1
21,Male,Bachelor,Married,1,43400.0,536.0,10200,6.0,41.0,25600,24,Car,6.85,Mortgage,0
57,Female,High School,Single,2,,,9900,4.0,,34800,36,Home,6.91,Rent,0
21,Female,High School,Divorced,4,50200.0,658.0,7200,0.0,20.0,27000,12,Car,11.7,Rent,0
42,Male,Master,Single,0,63000.0,613.0,12800,7.0,49.0,19400,36,Home,8.44,Mortgage,0
20,Male,Bachelor,Divorced,0,68500.0,659.0,13900,6.0,154.0,14200,24,Medical,5.04,Own,0
49,Male,Bachelor,Married,0,36300.0,584.0,8800,5.0,77.0,4800,12,Personal,4.06,Rent,0
20,Female,Bachelor,Single,4,54300.0,676.0,16300,6.0,56.0,19500,36,Education,8.32,Mortgage,0
44,Male,Bachelor,Married,0,83600.0,,56100,1.0,170.0,23200,48,Personal,4.37,Mortgage,0
46,Male,Bachelor,Married,1,28100.0,832.0,20800,4.0,9.0,31600,60,Home,12.12,Own,0
49,Male,Master,Married,4,89900.0,781.0,34600,5.0,71.0,11000,48,Personal,5.19,Rent,0
67,Female,Bachelor,Single,4,71200.0,725.0,13500,7.0,25.0,33000,36,Home,8.46,Rent,0
68,Male,Bachelor,Married,4,55300.0,673.0,14200,4.0,21.0,17900,60,Education,3.0,Own,0
36,Female,Bachelor,Single,2,43000.0,684.0,26500,3.0,35.0,18800,24,Car,3.0,Rent,1
38,Female,Master,Single,2,58600.0,,33600,6.0,2.0,40000,24,Personal,7.87,Rent,1
22,Male,Bachelor,Married,2,51500.0,673.0,40000,5.0,18.0,1000,36,Personal,18.1,Mortgage,1
35,Female,High School,Single,3,37100.0,678.0,4100,4.0,9.0,10300,36,Car,6.81,Own,0
45,Male,Bachelor,Single,1,54100.0,604.0,33800,5.0,7.0,25500,36,Home,10.57,Mortgage,0
59,Female,Bachelor,Single,4,34900.0,595.0,15800,3.0,20.0,24900,48,Medical,7.02,Rent,1
39,Female,Master,Single,4,90000.0,641.0,65900,0.0,78.0,4600,24,Education,11.55,Mortgage,0
38,Female,Bachelor,Single,2,43500.0,441.0,21900,7.0,11.0,19100,36,Education,8.22,Rent,1
23,Male,PhD,Divorced,4,83100.0,648.0,34300,0.0,36.0,36500,36,Home,4.76,Mortgage,1
18,Male,High School,Single,4,30600.0,631.0,17300,6.0,,11000,48,Personal,7.75,Mortgage,1
22,Male,Master,Married,0,106200.0,720.0,72600,2.0,13.0,38000,60,Home,3.16,Rent,0
58,Male,Bachelor,Single,4,91500.0,748.0,27200,5.0,124.0,16400,48,Car,5.83,Mortgage,0
29,Male,Master,Divorced,3,69000.0,850.0,12100,3.0,97.0,2500,36,Home,9.64,Rent,0
43,Male,Bachelor,Single,2,40800.0,696.0,16400,7.0,14.0,34800,48,Personal,6.54,Rent,1
63,Male,Bachelor,Divorced,1,50600.0,662.0,12700,4.0,219.0,28000,24,Home,7.19,Own,0
51,Male,Master,Married,1,55900.0,605.0,22400,2.0,53.0,7400,60,Personal,11.32,Rent,0
66,Female,High School,Single,0,31700.0,566.0,25200,5.0,16.0,18500,48,Home,7.0,Mortgage,1
31,Male,High School,Divorced,1,40800.0,723.0,20500,2.0,55.0,45700,36,Car,10.04,Own,0
43,Male,Bachelor,Married,1,49400.0,648.0,28900,7.0,53.0,32900,48,Personal,6.71,Rent,1
62,Male,Bachelor,Single,2,67800.0,684.0,39000,5.0,45.0,38400,36,Home,11.25,Rent,0
44,Male,Bachelor,Married,2,48400.0,651.0,32600,6.0,60.0,11300,12,Personal,12.43,Rent,0
26,Female,Bachelor,Divorced,3,47100.0,654.0,35800,6.0,15.0,39700,48,Personal,3.0,Mortgage,1
43,Male,Bachelor,Married,0,41500.0,668.0,23300,0.0,185.0,7900,36,Medical,5.55,Own,0
64,Female,Master,Single,1,106600.0,684.0,46200,,94.0,8300,60,Home,7.79,Mortgage,0
39,Female,Bachelor,Married,3,33800.0,725.0,10900,3.0,66.0,35000,36,Personal,6.45,Mortgage,0
64,Female,Master,Married,0,68900.0,551.0,24300,6.0,1.0,9000,48,Personal,11.07,Own,1
47,Female,PhD,Divorced,1,69800.0,697.0,23300,0.0,43.0,43200,48,Personal,9.16,Mortgage,0
60,Female,Bachelor,Married,1,33800.0,547.0,11100,2.0,59.0,10000,60,Personal,5.66,Rent,1
65,Female,High School,Single,2,37900.0,706.0,22200,1.0,92.0,13300,24,Car,12.75,Rent,0
34,Female,High School,Divorced,4,18200.0,676.0,9300,6.0,140.0,38800,36,Medical,12.7,Rent,1
43,Female,Bachelor,Single,0,54100.0,644.0,13100,2.0,,17600,48,Education,4.51,Mortgage,0
53,Female,PhD,Single,1,78700.0,647.0,61300,7.0,25.0,34500,36,Car,6.68,Mortgage,0
18,Female,Bachelor,Married,0,38200.0,661.0,15300,1.0,109.0,11600,36,Medical,11.0,Mortgage,0
25,Female,Bachelor,Married,3,51800.0,737.0,25700,5.0,0.0,21700,36,Personal,11.29,Mortgage,1
66,Male,Bachelor,Single,3,77500.0,,45900,0.0,21.0,33900,60,Medical,12.71,Own,1
52,Male,Bachelor,Married,4,73000.0,721.0,38700,5.0,6.0,14900,48,Personal,15.92,Rent,0
69,Male,Bachelor,Married,1,32900.0,542.0,10500,3.0,103.0,37300,36,Home,9.75,Mortgage,1
32,Male,High School,Married,2,41200.0,696.0,27100,4.0,126.0,20700,48,Car,12.33,Mortgage,0
64,Male,PhD,Married,1,127500.0,458.0,22600,6.0,14.0,26400,36,Car,16.51,Rent,1
39,Male,Bachelor,Married,0,58800.0,480.0,29300,1.0,22.0,13000,60,Home,8.46,Mortgage,1
31,Female,High School,Single,3,43700.0,740.0,12700,6.0,198.0,15800,36,Car,6.15,Own,0
43,Male,Master,Single,0,113200.0,534.0,60100,4.0,40.0,14900,36,Personal,9.26,Rent,0
45,Female,High School,Divorced,4,25200.0,636.0,6400,5.0,33.0,17700,12,Education,13.28,Rent,1
40,Male,Master,Single,3,64600.0,762.0,41400,0.0,33.0,43600,36,Car,13.94,Rent,0
31,Male,PhD,Married,2,95600.0,697.0,24800,0.0,57.0,38400,36,Car,8.94,Mortgage,0
41,Female,Master,Married,3,75000.0,680.0,54200,,148.0,30400,48,Medical,8.0,Mortgage,0
19,Female,Master,Married,1,61700.0,646.0,43400,5.0,22.0,17100,60,Car,4.68,Own,0
62,Male,Bachelor,Single,1,54500.0,660.0,19300,0.0,9.0,14900,60,Education,8.74,Mortgage,0
43,Female,PhD,Married,3,126500.0,600.0,46800,3.0,10.0,13400,24,Car,4.96,Rent,1
31,Female,Bachelor,Married,4,33000.0,612.0,19500,1.0,1.0,21400,36,Car,5.58,Mortgage,0
68,Male,Master,Divorced,1,73700.0,657.0,12000,4.0,39.0,28400,48,Personal,9.21,Rent,1
24,Male,PhD,Single,1,98800.0,669.0,15500,,127.0,32400,24,Education,4.67,Mortgage,0
20,Female,PhD,Married,2,95400.0,637.0,18600,6.0,60.0,25200,36,Home,9.57,Rent,0
64,Female,Master,Married,3,100300.0,471.0,49500,5.0,238.0,31800,36,Personal,11.35,Own,1
40,Female,Bachelor,Married,1,30300.0,775.0,6200,5.0,115.0,36200,12,Home,5.34,Mortgage,0
63,Female,PhD,Married,4,135100.0,,39800,6.0,32.0,20500,12,Home,6.73,Own,0
60,Male,Bachelor,Single,0,51000.0,634.0,28200,0.0,32.0,38200,48,Personal,4.16,Rent,1
64,Male,PhD,Single,3,58600.0,727.0,6500,4.0,48.0,13200,36,Personal,10.28,Own,0
62,Male,Bachelor,Married,2,69000.0,621.0,15600,4.0,,32000,48,Home,4.04,Rent,0
35,Female,Bachelor,Married,1,39000.0,675.0,29300,3.0,45.0,25400,48,Medical,10.6,Rent,1
55,Female,Bachelor,Married,4,70000.0,496.0,39500,1.0,30.0,27100,24,Home,9.37,Own,1
52,Female,Bachelor,Single,3,50900.0,,16000,3.0,49.0,20600,24,Personal,14.98,Mortgage,0
68,Male,Master,Single,4,48800.0,627.0,6400,,40.0,40000,24,Medical,13.52,Rent,1
32,Male,Bachelor,Single,4,42000.0,667.0,21400,3.0,18.0,17700,36,Home,4.94,Rent,0
42,Male,Bachelor,Single,2,72600.0,787.0,18600,7.0,45.0,41600,60,Home,13.98,Mortgage,0
54,Female,Bachelor,Married,3,47500.0,649.0,36700,4.0,22.0,41700,48,Education,6.9,Rent,1
45,Female,Master,Divorced,1,64200.0,613.0,37300,1.0,10.0,30400,24,Medical,6.08,Mortgage,1
27,Male,Bachelor,Single,2,73000.0,614.0,57100,1.0,54.0,21200,12,Personal,6.98,Rent,1
56,Female,High School,Single,1,33700.0,537.0,23400,7.0,18.0,14900,48,Personal,7.64,Rent,1
34,Male,High School,Single,0,38200.0,682.0,16700,1.0,106.0,1100,36,Car,14.98,Mortgage,0
56,Female,High School,Married,4,32200.0,693.0,18300,6.0,11.0,31500,48,Personal,3.0,Own,1
39,Male,Bachelor,Single,0,57300.0,655.0,38300,0.0,44.0,11700,24,Education,14.06,Mortgage,0
43,Female,High School,Divorced,4,36300.0,724.0,18300,1.0,41.0,13300,36,Education,10.99,Rent,0
61,Male,High School,Married,2,40300.0,724.0,5800,4.0,11.0,31600,36,Medical,9.0,Rent,0
42,Female,PhD,Divorced,1,104200.0,656.0,44700,6.0,28.0,19800,48,Home,6.7,Mortgage,0
34,Male,Master,Divorced,1,80700.0,697.0,15400,0.0,54.0,27600,12,Car,8.22,Rent,1
30,Male,Bachelor,Married,2,24900.0,824.0,14900,2.0,18.0,30500,24,Personal,11.05,Mortgage,1
37,Male,PhD,Married,3,88200.0,584.0,50800,7.0,6.0,44300,36,Education,11.39,Rent,1
42,Male,High School,Single,0,48200.0,712.0,38300,5.0,46.0,27400,24,Personal,6.01,Own,1
21,Male,Bachelor,Married,0,63500.0,,34300,3.0,12.0,18400,48,Home,10.82,Mortgage,0
27,Female,Bachelor,Divorced,1,66100.0,734.0,43600,1.0,55.0,24100,24,Car,6.74,Mortgage,0
20,Male,Bachelor,Single,1,23900.0,587.0,6900,7.0,88.0,18100,12,Car,7.97,Rent,1
58,Female,Bachelor,Divorced,1,61600.0,666.0,20800,2.0,6.0,47600,60,Car,12.44,Mortgage,1
62,Female,Bachelor,Single,2,59600.0,596.0,44200,1.0,28.0,29500,36,Personal,10.88,Rent,1
35,Female,Bachelor,Divorced,3,60700.0,509.0,38200,,28.0,32000,24,Car,3.64,Mortgage,0
64,Male,Master,Divorced,0,83600.0,762.0,46700,4.0,48.0,41200,24,Education,8.9,Own,0
53,Male,High School,Married,4,41800.0,615.0,11600,4.0,20.0,14800,60,Education,9.76,Own,0
64,Female,High School,Married,2,25800.0,583.0,15200,3.0,26.0,7900,48,Personal,8.95,Own,0
39,Female,High School,Married,0,19800.0,604.0,14300,2.0,1.0,24700,60,Education,3.0,Mortgage,1
51,Male,Bachelor,Married,3,51300.0,796.0,13400,7.0,6.0,7900,48,Medical,4.44,Rent,0
64,Male,Bachelor,Divorced,2,48200.0,755.0,28600,0.0,40.0,20100,48,Personal,3.18,Rent,1
25,Male,High School,Married,0,18800.0,633.0,7100,5.0,12.0,1000,36,Home,6.6,Mortgage,1
57,Female,Master,Married,2,88100.0,719.0,16100,5.0,7.0,8800,48,Personal,8.91,Own,0
66,Male,Bachelor,Married,0,54800.0,564.0,34800,7.0,19.0,39700,36,Personal,6.93,Rent,0
61,Male,High School,Married,0,50900.0,692.0,11000,5.0,9.0,29900,48,Car,6.64,Rent,1
36,Female,Bachelor,Married,3,62100.0,616.0,17200,0.0,3.0,46600,48,Personal,3.28,Rent,0
59,Male,High School,Married,4,60000.0,685.0,38900,1.0,16.0,24600,48,Personal,4.75,Own,1
58,Male,Bachelor,Married,3,,540.0,40300,7.0,9.0,24200,36,Personal,5.63,Mortgage,0
54,Female,Bachelor,Single,0,42700.0,602.0,11900,3.0,77.0,27600,36,Home,11.14,Rent,0
23,Female,High School,Married,2,31000.0,665.0,23500,3.0,3.0,68100,36,Personal,9.79,Own,1
69,Male,High School,Married,3,21600.0,664.0,5400,0.0,66.0,37600,36,Home,10.85,Own,0
43,Male,Bachelor,Single,4,42800.0,533.0,34000,2.0,23.0,14900,60,Home,9.89,Own,1
51,Male,High School,Single,0,40600.0,572.0,25000,5.0,54.0,29900,36,Personal,10.97,Rent,1
62,Male,High School,Married,3,38200.0,684.0,14300,7.0,3.0,26800,12,Personal,4.4,Own,1
23,Female,Bachelor,Single,3,67700.0,674.0,12900,6.0,122.0,33700,36,Education,12.51,Rent,1
54,Male,Bachelor,Single,3,57800.0,702.0,18700,3.0,70.0,47500,48,Education,11.64,Mortgage,0
50,Male,Bachelor,Married,3,50800.0,665.0,12000,7.0,7.0,32100,60,Personal,7.38,Mortgage,0
