transaction_amount,transaction_hour,transaction_day,merchant_category,payment_method,customer_age,account_age_months,avg_monthly_spend,num_transactions_30d,num_countries_30d,failed_transactions_7d,velocity_1h,distance_from_home_km,is_foreign_transaction,is_fraud
117.01,14,Mon,ATM,Credit,42,40,1135.52,23,2,0.0,3,15.7,0,1
150.55,12,Fri,Electronics,Credit,43,7,588.06,11,5,0.0,1,7.3,0,0
44.74,6,Sat,Travel,Debit,36,24,537.98,47,1,0.0,2,22.6,0,1
22.51,4,Mon,Electronics,Prepaid,47,16,116.26,2,1,0.0,1,24.9,0,1
270.21,16,Mon,Online,Credit,53,23,1051.23,6,1,4.0,4,22.5,0,1
624.09,15,Fri,Grocery,Credit,65,58,615.07,53,1,1.0,1,58.6,0,0
111.88,22,Thu,Travel,Debit,65,22,50.0,11,1,0.0,2,9.2,1,0
28.25,1,Mon,Restaurant,Debit,33,2,205.97,15,1,0.0,2,0.8,0,1
47.68,21,Thu,Restaurant,Debit,24,85,1024.89,9,1,0.0,3,47.8,0,0
2.78,17,Tue,Gas,Debit,35,28,663.23,12,1,1.0,2,3.5,0,0
368.53,16,Wed,Online,Prepaid,73,93,345.82,58,1,1.0,1,23.9,0,1
18.79,6,Fri,Gas,Credit,38,31,821.52,59,1,0.0,2,41.3,0,0
128.89,12,Sat,Online,Prepaid,48,3,463.98,36,3,1.0,1,7.4,0,1
,17,Wed,Electronics,Prepaid,18,29,542.89,28,2,1.0,1,35.5,0,1
121.18,13,Sun,Travel,Debit,20,31,692.19,23,1,0.0,8,8.1,1,1
158.08,17,Wed,Restaurant,Credit,48,9,1474.2,27,5,0.0,2,31.6,0,0
265.57,12,Fri,Grocery,Credit,42,23,1472.3,24,1,1.0,2,1.4,0,1
34.68,10,Thu,Travel,Credit,70,22,50.0,14,1,2.0,1,21.3,0,0
1.66,20,Sat,Gas,Credit,25,35,774.16,54,5,0.0,3,22.6,0,1
22.08,20,Sun,Gas,Debit,18,11,219.12,35,1,4.0,3,13.5,0,1
345.42,15,Mon,Online,Credit,79,31,374.7,27,1,0.0,2,23.2,0,1
310.59,22,Sun,Travel,Credit,24,10,56.44,21,1,,8,,1,1
136.48,16,Sat,Grocery,Debit,24,21,452.91,49,1,0.0,1,26.5,0,0
137.64,7,Fri,Grocery,Credit,25,5,322.72,13,1,3.0,2,65.0,0,1
164.06,18,Tue,Gas,Credit,36,1,1210.22,8,1,0.0,3,11.9,0,0
28.92,19,Sat,Electronics,Credit,34,14,463.23,44,1,0.0,1,15.0,0,0
368.73,14,Sat,Grocery,Debit,28,12,,44,2,0.0,1,6.1,1,1
81.39,8,Tue,Restaurant,Credit,64,19,798.87,44,1,0.0,6,84.8,0,1
72.47,19,Sun,Travel,Debit,58,118,729.23,59,1,2.0,1,1.1,0,0
109.76,9,Mon,Restaurant,Credit,66,27,694.58,34,1,0.0,1,8.9,1,0
7.22,11,Mon,Online,Prepaid,28,29,1044.0,42,2,1.0,1,7.1,0,1
27.28,20,Thu,Gas,Credit,55,102,1292.76,23,2,2.0,1,9.8,0,0
200.93,22,Thu,Restaurant,Credit,58,91,688.73,9,3,0.0,4,50.0,0,0
12.96,19,Fri,Online,Credit,79,78,906.27,1,1,1.0,1,9.2,0,0
138.63,0,Mon,Gas,Credit,67,4,698.91,36,1,0.0,1,49.8,0,0
42.23,19,Sun,Gas,Credit,69,36,1002.6,55,1,0.0,3,11.0,0,1
73.97,8,Mon,Travel,Credit,19,59,212.12,46,1,0.0,1,38.6,1,0
51.1,21,Mon,Grocery,Credit,21,65,1046.94,16,1,1.0,2,14.8,0,0
65.93,14,Mon,Gas,Debit,67,31,913.21,25,5,0.0,3,7.5,0,1
190.43,0,Thu,Restaurant,Credit,45,1,416.19,18,1,0.0,3,11.9,0,1
52.89,11,Sun,Healthcare,Credit,50,131,1683.34,34,4,2.0,3,11.0,0,1
125.35,2,Fri,Online,Debit,28,23,256.23,38,1,1.0,1,6.0,0,0
96.95,10,Sat,Gas,Prepaid,20,18,931.91,3,3,0.0,1,6.8,0,0
163.45,1,Mon,Electronics,Credit,57,18,417.12,20,1,0.0,1,4.1,0,1
414.29,15,Thu,Grocery,Credit,22,20,1031.2,19,3,0.0,1,,0,1
197.84,8,Wed,Restaurant,Prepaid,69,10,1599.86,13,1,0.0,1,19.6,0,1
36.3,14,Thu,Restaurant,Credit,38,14,1110.22,17,4,0.0,1,9.8,1,1
4.75,11,Mon,Electronics,Prepaid,39,152,753.58,14,1,0.0,2,24.9,0,0
45.63,0,Fri,Travel,Credit,71,17,1171.44,30,1,0.0,1,86.8,0,0
135.61,12,Thu,Grocery,Debit,54,27,,22,1,1.0,1,9.5,0,1
7.92,13,Fri,Healthcare,Credit,77,68,995.59,43,1,0.0,1,12.4,0,0
102.89,7,Thu,Grocery,Prepaid,28,27,835.1,48,1,0.0,1,,0,0
136.26,7,Mon,ATM,Credit,61,14,313.37,43,5,0.0,2,10.0,0,1
61.02,11,Fri,ATM,Debit,39,27,1483.44,29,1,0.0,2,26.0,0,1
221.05,0,Tue,Travel,Credit,58,4,,50,2,0.0,3,4.9,0,0
16.91,10,Sat,Online,Credit,70,5,457.54,2,1,0.0,4,4.0,0,0
,7,Thu,Restaurant,Debit,30,43,1210.27,55,1,0.0,2,9.4,0,0
195.4,9,Mon,Gas,Credit,71,90,329.01,53,1,0.0,2,34.1,0,0
102.63,18,Sun,Restaurant,Prepaid,69,47,985.17,8,3,0.0,1,19.5,0,0
,10,Thu,Electronics,Credit,78,3,819.01,14,1,0.0,1,63.2,0,0
85.59,6,Mon,Travel,Debit,20,19,1471.36,34,1,0.0,3,47.0,1,0
42.43,10,Thu,Restaurant,Credit,30,1,932.76,13,1,0.0,1,3.3,0,1
256.47,16,Tue,Travel,Prepaid,45,26,181.94,10,1,0.0,1,0.9,0,0
240.98,0,Sat,Electronics,Prepaid,71,8,1207.71,8,1,1.0,1,10.2,0,0
177.97,20,Sat,Restaurant,Credit,28,73,623.77,7,1,3.0,1,14.8,0,1
47.65,20,Sun,Grocery,Debit,28,4,604.91,13,1,0.0,3,,0,0
133.82,7,Thu,Grocery,Debit,38,1,811.68,26,1,1.0,1,2.9,1,1
67.17,22,Wed,Electronics,Credit,69,22,570.13,56,2,1.0,1,2.7,0,0
14.41,23,Fri,Grocery,Debit,38,6,1517.93,59,1,2.0,1,1.0,0,0
373.9,5,Mon,Grocery,Credit,24,48,1122.08,32,3,0.0,2,38.1,1,1
22.07,21,Thu,Online,Debit,34,91,342.45,19,1,1.0,2,59.0,1,1
450.07,17,Thu,Grocery,Credit,65,2,508.98,56,1,2.0,1,2.5,0,1
88.59,5,Mon,Gas,Credit,31,18,276.15,15,1,0.0,3,4.8,0,1
30.71,4,Wed,Electronics,Credit,50,207,,54,1,0.0,1,,0,1
117.1,12,Sat,ATM,Debit,28,47,773.24,2,1,3.0,2,42.0,1,1
309.47,18,Sat,Restaurant,Debit,30,110,409.35,54,1,0.0,2,63.7,0,0
197.64,21,Mon,Electronics,Prepaid,18,6,1428.73,37,1,0.0,6,6.1,1,1
246.42,7,Mon,Travel,Credit,51,9,1001.95,19,1,1.0,1,,0,0
161.29,8,Tue,Restaurant,Credit,26,6,874.21,33,1,0.0,1,9.0,0,1
176.78,16,Sat,Travel,Debit,30,13,855.34,39,1,0.0,1,14.0,0,0
283.77,2,Mon,Grocery,Debit,54,46,,50,2,0.0,1,22.9,0,0
43.09,18,Fri,Healthcare,Credit,47,6,1023.74,33,2,0.0,1,14.0,1,0
100.83,10,Mon,Restaurant,Credit,58,27,632.45,1,1,1.0,1,60.3,0,0
37.5,23,Thu,Restaurant,Credit,62,11,1148.26,39,2,0.0,1,2.1,0,0
659.33,16,Wed,Online,Credit,54,64,1055.69,28,3,1.0,4,32.0,0,1
432.52,20,Fri,Restaurant,Debit,64,1,,17,1,0.0,1,8.1,0,0
6.03,18,Tue,Online,Credit,79,9,747.27,57,1,0.0,6,9.5,0,1
183.41,1,Thu,Restaurant,Debit,24,33,1463.57,6,3,0.0,3,24.7,0,1
389.04,7,Tue,Online,Credit,31,4,265.26,52,1,0.0,4,53.0,0,0
29.87,18,Fri,Grocery,Credit,79,23,570.64,44,1,2.0,5,25.2,0,1
125.88,6,Sat,Online,Debit,65,21,1254.61,20,1,0.0,3,29.9,0,1
370.63,16,Mon,Online,Debit,23,69,1394.07,47,2,1.0,3,,0,1
5.18,5,Sat,Grocery,Credit,51,35,744.85,13,3,0.0,1,7.7,0,0
179.31,18,Thu,Grocery,Debit,33,37,520.27,12,1,0.0,1,28.3,1,0
52.93,23,Mon,Electronics,Credit,68,109,528.38,30,4,0.0,5,30.7,0,0
387.34,5,Wed,Healthcare,Debit,54,145,226.23,21,1,1.0,1,15.2,0,0
531.37,1,Tue,Electronics,Credit,53,38,1600.7,2,1,0.0,1,15.4,0,0
433.08,5,Fri,Restaurant,Debit,63,27,740.78,53,1,1.0,3,28.5,0,1
96.43,22,Fri,Grocery,Credit,76,34,985.95,18,4,1.0,2,34.0,0,0
297.12,4,Mon,Restaurant,Credit,23,17,990.01,28,1,0.0,3,8.2,0,1
279.21,18,Thu,Travel,Prepaid,25,158,1393.53,4,1,0.0,1,32.3,0,0
57.65,19,Sat,Healthcare,Debit,41,44,632.3,42,1,0.0,2,33.7,0,1
264.84,3,Sun,Travel,Credit,20,12,660.5,43,1,3.0,1,5.3,0,1
5.66,21,Thu,Online,Credit,21,2,,53,1,0.0,4,25.2,0,0
136.05,16,Sun,Travel,Credit,49,2,82.03,6,1,,1,4.1,0,0
39.21,10,Thu,Grocery,Debit,18,8,1396.12,38,3,0.0,3,2.0,0,1
19.27,3,Wed,Electronics,Debit,51,10,1495.25,9,1,1.0,1,17.1,0,1
12.01,12,Sat,Travel,Debit,62,19,898.31,20,1,1.0,1,47.9,0,0
178.75,19,Thu,Healthcare,Credit,26,9,424.9,45,1,2.0,1,0.7,0,1
62.3,16,Wed,Online,Debit,29,36,1141.25,30,1,2.0,1,35.0,0,0
193.52,8,Thu,Electronics,Credit,27,9,723.59,37,1,0.0,2,14.1,0,0
10.14,3,Sat,Electronics,Credit,27,7,856.89,38,3,0.0,1,39.5,0,1
56.81,22,Sat,Grocery,Debit,67,23,887.39,4,1,1.0,1,37.1,1,0
116.31,13,Wed,ATM,Prepaid,61,79,,38,3,2.0,1,41.6,0,1
234.61,18,Wed,Online,Debit,71,23,938.91,50,2,0.0,4,,0,0
57.57,2,Thu,Online,Debit,79,19,214.69,13,1,0.0,1,37.0,0,0
147.48,13,Thu,Restaurant,Debit,65,31,50.0,55,1,2.0,1,3.9,0,0
325.7,7,Tue,Travel,Prepaid,40,11,945.75,35,1,0.0,2,7.2,0,0
143.51,23,Fri,Restaurant,Credit,23,16,1217.45,30,1,0.0,4,5.6,0,0
39.78,0,Thu,Electronics,Credit,41,9,594.59,42,1,2.0,4,27.1,0,0
3.71,9,Wed,Travel,Prepaid,74,31,572.12,4,1,1.0,4,3.3,0,0
306.15,17,Mon,Grocery,Debit,41,43,1059.01,25,1,0.0,1,4.0,0,0
3.22,15,Tue,Grocery,Credit,38,40,791.72,31,3,0.0,3,42.2,0,0
311.56,7,Sun,ATM,Credit,73,11,,47,1,0.0,3,24.5,1,1
112.91,0,Tue,Online,Credit,59,54,922.11,12,1,2.0,4,41.6,0,0
419.7,11,Tue,Restaurant,Credit,48,11,802.55,15,1,5.0,1,3.0,0,1
240.51,7,Wed,Travel,Prepaid,64,6,300.28,53,1,1.0,4,10.2,0,1
927.33,23,Tue,Restaurant,Credit,75,15,756.47,57,1,0.0,1,6.7,0,0
64.78,15,Mon,Online,Debit,58,33,873.17,26,4,0.0,2,0.2,0,0
218.63,17,Wed,Online,Credit,47,6,586.49,58,2,1.0,1,,0,1
77.11,3,Thu,Online,Credit,73,38,1170.3,10,1,0.0,1,,0,0
98.05,5,Thu,Online,Credit,51,72,993.33,12,1,0.0,1,1.9,0,0
148.13,11,Wed,Grocery,Debit,35,12,689.17,58,1,0.0,1,16.7,0,0
310.34,8,Wed,Restaurant,Debit,29,22,853.46,22,1,,3,9.7,0,0
621.06,14,Sun,Restaurant,Debit,52,9,649.42,40,2,3.0,2,1.0,1,1
219.33,15,Wed,Restaurant,Credit,24,16,710.28,53,4,0.0,2,24.3,0,0
81.13,23,Tue,Online,Credit,58,1,725.0,21,1,1.0,1,26.1,1,1
82.06,11,Tue,Restaurant,Credit,57,111,91.95,35,1,0.0,6,36.0,0,0
200.67,23,Wed,Grocery,Credit,42,19,810.96,7,1,1.0,2,13.3,0,1
40.92,22,Fri,Restaurant,Debit,23,56,927.34,18,1,1.0,1,69.3,0,0
17.56,13,Tue,Healthcare,Debit,18,6,1784.6,27,1,0.0,3,49.1,0,0
65.69,12,Fri,Electronics,Debit,63,60,975.95,35,1,0.0,1,16.0,0,0
50.79,1,Mon,Gas,Credit,33,71,,47,1,0.0,1,11.8,0,0
,2,Wed,Restaurant,Credit,77,45,143.67,2,1,0.0,1,0.1,0,0
39.91,23,Fri,Grocery,Credit,65,84,377.48,32,1,1.0,2,24.8,0,1
6.45,21,Wed,Restaurant,Credit,21,7,600.28,15,1,0.0,1,16.6,0,0
2.71,9,Thu,Online,Debit,46,23,607.42,45,1,0.0,1,55.5,0,1
660.0,8,Tue,Travel,Debit,55,35,705.03,24,1,0.0,5,18.0,1,1
83.73,19,Fri,ATM,Credit,64,33,639.08,20,1,0.0,1,98.8,0,0
72.76,7,Mon,Electronics,Credit,45,71,707.64,10,4,1.0,1,38.5,0,0
170.75,9,Sat,Grocery,Debit,39,9,631.08,56,1,0.0,8,61.4,0,0
36.93,18,Tue,ATM,Debit,25,7,,24,4,0.0,1,7.9,1,1
449.24,2,Sat,Restaurant,Debit,49,11,438.64,24,1,1.0,2,3.2,0,1
231.51,23,Wed,Travel,Credit,50,80,296.49,24,1,0.0,1,31.9,1,0
14.05,4,Fri,Online,Credit,30,102,704.78,40,1,1.0,2,30.9,0,0
81.08,2,Tue,Restaurant,Prepaid,44,30,973.58,48,1,0.0,1,4.8,0,0
316.94,15,Sun,Online,Debit,35,25,,57,1,0.0,6,28.9,0,1
434.33,16,Mon,Grocery,Credit,35,33,570.16,48,2,0.0,1,17.4,0,1
94.5,14,Tue,Electronics,Debit,30,34,741.54,34,1,0.0,2,2.3,0,1
142.56,2,Thu,Grocery,Debit,39,7,731.88,41,1,1.0,5,13.9,0,1
27.41,11,Mon,Online,Credit,79,42,1101.14,40,1,0.0,7,53.5,0,1
709.42,8,Tue,Electronics,Credit,31,22,,11,1,0.0,1,14.1,0,0
39.53,20,Sun,Online,Credit,28,26,888.81,26,3,0.0,3,31.1,0,1
429.0,11,Sun,Healthcare,Credit,56,1,1283.77,1,3,0.0,1,0.6,0,0
157.32,14,Wed,Travel,Debit,67,52,652.39,30,1,1.0,2,26.0,0,0
140.37,1,Sun,Travel,Credit,70,65,1136.08,53,1,0.0,1,58.7,0,0
107.83,22,Thu,Restaurant,Debit,39,35,554.79,43,1,2.0,1,13.8,0,1
39.34,17,Tue,Restaurant,Prepaid,53,50,918.41,18,4,3.0,1,8.2,0,1
29.13,19,Fri,Restaurant,Credit,34,27,1057.65,26,1,0.0,2,20.8,0,0
37.36,11,Fri,Gas,Credit,68,35,822.46,53,2,1.0,1,49.6,0,0
30.95,22,Sun,Healthcare,Debit,49,18,414.0,47,1,0.0,1,3.9,0,0
226.84,3,Tue,ATM,Debit,31,57,130.98,56,5,0.0,1,10.3,0,1
64.65,22,Fri,ATM,Debit,59,23,1022.76,9,1,0.0,6,3.4,0,0
8.94,15,Mon,ATM,Credit,74,41,690.79,9,1,0.0,2,13.7,0,1
521.56,22,Mon,Restaurant,Credit,46,35,718.84,1,1,4.0,1,15.5,0,1
322.85,15,Mon,Gas,Debit,23,44,1400.04,7,4,0.0,4,57.7,0,1
394.15,0,Sun,ATM,Prepaid,67,55,,44,5,0.0,2,10.6,0,1
792.01,21,Sat,Restaurant,Credit,74,26,,59,2,0.0,1,16.7,0,0
28.66,1,Fri,Healthcare,Prepaid,21,60,504.92,56,2,1.0,1,43.3,0,1
75.69,2,Thu,Restaurant,Credit,28,25,729.08,42,1,0.0,1,7.8,0,0
,20,Tue,Gas,Prepaid,62,113,365.64,51,2,1.0,3,22.4,0,1
178.62,19,Mon,Online,Debit,57,50,502.12,16,3,0.0,6,28.3,0,1
25.07,16,Tue,Healthcare,Credit,27,7,965.3,38,1,2.0,1,8.0,0,1
253.79,19,Wed,Electronics,Debit,72,64,1317.6,11,1,2.0,1,3.6,0,1
38.13,21,Fri,Online,Credit,45,29,969.4,51,1,1.0,1,14.0,0,0
38.01,20,Thu,Travel,Credit,28,150,922.33,25,1,0.0,1,8.8,0,1
115.5,0,Mon,Electronics,Credit,52,46,1819.63,29,3,0.0,3,6.2,0,1
134.82,19,Mon,Online,Credit,32,3,1024.23,19,1,2.0,2,72.6,0,1
130.16,5,Mon,Travel,Credit,25,18,426.55,18,1,0.0,1,13.9,0,1
14.39,14,Wed,Gas,Debit,37,26,126.69,57,1,0.0,3,38.8,0,0
314.9,13,Sun,Restaurant,Debit,67,66,951.66,47,1,0.0,1,4.3,0,0
46.31,19,Thu,Restaurant,Credit,76,47,237.39,59,1,0.0,6,56.1,0,1
20.81,14,Sat,Gas,Debit,38,17,399.42,29,3,0.0,1,31.6,0,0
329.39,13,Wed,Restaurant,Debit,18,38,921.32,16,1,0.0,2,33.1,0,0
467.35,20,Wed,Grocery,Prepaid,46,31,1215.97,46,3,0.0,1,9.9,1,0
297.21,23,Mon,Healthcare,Debit,41,5,685.72,40,1,0.0,1,13.3,0,0
248.73,4,Sat,Travel,Credit,47,10,317.55,8,3,0.0,3,18.0,0,1
159.74,5,Fri,Online,Credit,57,15,741.42,34,1,0.0,1,31.2,1,1
120.06,16,Tue,Restaurant,Debit,52,8,691.16,6,1,1.0,4,37.8,1,0
13.65,10,Thu,Restaurant,Credit,50,6,847.08,45,1,0.0,2,1.6,0,0
78.75,15,Thu,Restaurant,Credit,37,2,319.0,45,4,0.0,5,46.9,0,1
69.95,11,Thu,Restaurant,Credit,74,74,465.14,53,1,0.0,7,55.5,0,1
45.12,14,Sun,Travel,Credit,33,12,1209.42,30,1,0.0,1,18.0,0,0
192.79,22,Thu,Travel,Credit,26,12,1104.5,44,3,0.0,2,4.1,1,1
102.74,3,Thu,Restaurant,Credit,48,8,1265.63,34,1,0.0,3,34.1,0,0
12.68,17,Mon,Grocery,Credit,34,23,59.8,21,1,2.0,1,,0,0
37.3,20,Mon,Restaurant,Debit,76,26,445.55,52,1,0.0,4,34.0,0,0
172.45,2,Tue,Grocery,Debit,48,8,1196.36,57,1,1.0,2,33.7,0,0
11.88,21,Mon,Grocery,Credit,65,34,1036.93,12,1,3.0,2,1.8,1,1
285.78,7,Fri,ATM,Credit,40,46,962.92,49,1,0.0,1,18.7,0,1
102.52,22,Fri,Gas,Credit,23,17,655.04,6,2,0.0,3,13.2,0,1
98.26,2,Mon,Gas,Credit,47,32,551.93,39,1,0.0,1,,0,0
134.62,7,Sat,Restaurant,Credit,72,25,812.89,6,1,3.0,3,7.0,0,1
261.17,17,Mon,ATM,Credit,24,8,620.6,53,1,1.0,1,4.6,0,1
64.11,9,Tue,Gas,Debit,73,47,1011.24,4,1,1.0,1,45.5,0,0
169.99,19,Tue,Online,Credit,65,58,814.85,53,1,0.0,5,3.2,0,0
125.11,16,Wed,Restaurant,Credit,57,38,411.54,9,2,2.0,3,23.2,0,1
46.6,7,Tue,Healthcare,Credit,59,14,1053.98,5,4,1.0,7,7.1,1,1
316.34,22,Thu,Online,Debit,63,94,1301.71,10,3,0.0,1,16.8,0,1
239.5,10,Wed,Online,Debit,28,22,1328.41,47,1,0.0,2,19.2,0,1
161.14,4,Sun,Grocery,Debit,51,11,1069.37,8,3,0.0,2,10.8,0,1
285.15,12,Mon,Electronics,Debit,29,19,1074.83,23,3,0.0,2,73.7,0,1
302.94,20,Mon,Electronics,Credit,77,42,335.51,4,1,1.0,1,2.8,0,0
184.84,22,Mon,Electronics,Credit,77,67,531.47,58,1,0.0,1,9.9,1,0
272.11,4,Thu,Online,Debit,69,16,732.66,37,1,0.0,4,11.3,1,1
179.34,23,Mon,Grocery,Credit,69,10,1037.03,7,1,0.0,1,19.9,0,0
170.98,12,Sat,Grocery,Prepaid,62,35,559.86,6,4,0.0,6,10.5,0,1
144.59,5,Thu,Electronics,Debit,64,91,677.22,45,1,0.0,1,2.0,0,1
209.58,4,Thu,Grocery,Debit,44,7,1023.85,51,1,5.0,8,58.9,0,1
25.9,8,Thu,Electronics,Credit,75,58,854.84,42,1,0.0,2,10.8,0,0
319.13,15,Tue,Online,Debit,29,23,933.55,15,1,0.0,3,8.4,0,1
308.18,1,Tue,Travel,Credit,30,58,,35,1,0.0,1,11.8,0,0
4.45,0,Tue,Grocery,Credit,25,25,671.81,50,4,0.0,4,4.9,0,0
262.15,7,Thu,Restaurant,Credit,33,17,612.18,32,1,0.0,1,2.1,0,0
20.69,18,Tue,Restaurant,Debit,79,43,799.63,14,3,0.0,2,3.2,0,1
61.22,10,Mon,Grocery,Credit,78,83,626.75,35,1,0.0,1,3.6,0,1
204.1,11,Sun,Gas,Credit,46,14,572.47,11,1,0.0,2,4.4,0,1
26.29,11,Mon,Online,Credit,52,22,850.01,10,1,0.0,4,10.9,0,0
255.54,6,Sat,Online,Debit,77,9,1638.69,17,3,0.0,1,19.6,1,0
,12,Fri,Online,Debit,46,7,1033.43,13,1,1.0,2,19.8,0,0
106.23,7,Tue,Grocery,Debit,48,54,87.91,57,1,,1,0.0,1,0
1.0,21,Mon,Healthcare,Credit,30,8,940.52,34,1,2.0,5,50.8,0,1
50.75,8,Mon,Online,Credit,29,57,594.04,45,4,0.0,7,,1,1
143.93,6,Fri,ATM,Debit,68,20,423.57,51,1,0.0,1,66.5,0,0
595.97,20,Fri,Grocery,Credit,78,191,1081.54,5,1,,1,8.9,0,0
149.87,23,Fri,ATM,Prepaid,19,8,830.87,48,1,0.0,2,21.9,0,1
45.13,14,Sun,Online,Debit,50,4,1794.55,10,1,0.0,1,3.7,0,0
150.77,1,Fri,Online,Credit,25,3,754.29,32,2,0.0,1,34.0,0,0
116.47,22,Mon,Grocery,Credit,79,65,709.51,12,4,1.0,1,3.5,0,1
227.01,19,Tue,Online,Debit,58,21,1278.86,52,1,0.0,1,7.9,0,0
16.97,11,Sat,Healthcare,Credit,74,1,808.79,13,3,0.0,1,13.5,0,0
214.71,0,Tue,Gas,Credit,76,75,377.1,21,2,0.0,1,18.1,0,0
116.89,22,Mon,Travel,Debit,57,75,447.7,48,1,1.0,1,16.4,0,0
494.49,21,Fri,Healthcare,Credit,70,59,668.62,54,3,0.0,2,2.2,0,0
62.75,7,Wed,Restaurant,Debit,66,10,1063.06,53,1,0.0,2,11.0,0,0
150.2,4,Sun,Gas,Credit,58,17,1308.85,58,1,0.0,1,51.3,0,0
403.3,14,Fri,Restaurant,Debit,49,49,1120.78,33,1,1.0,2,41.2,0,0
16.22,0,Mon,ATM,Credit,55,24,1027.21,54,1,0.0,4,17.9,0,1
415.24,0,Sun,Grocery,Credit,45,6,1238.75,41,1,0.0,1,17.0,0,1
174.66,9,Tue,Travel,Debit,32,10,1048.47,48,2,2.0,3,2.4,0,1
10.54,21,Wed,Gas,Debit,40,129,438.71,51,2,0.0,2,4.5,0,0
53.71,9,Wed,Online,Credit,41,6,711.7,47,2,0.0,1,5.8,1,0
184.74,20,Mon,Gas,Credit,30,47,593.9,50,1,3.0,1,13.4,0,0
10.46,14,Thu,ATM,Debit,38,23,1304.91,54,4,2.0,1,26.3,1,1
130.9,16,Mon,Healthcare,Credit,71,50,418.16,32,1,0.0,2,12.4,0,0
63.67,21,Wed,Grocery,Prepaid,29,39,425.93,12,1,0.0,1,2.7,0,0
145.5,5,Wed,Restaurant,Prepaid,30,21,867.97,46,1,0.0,7,11.6,0,1
7.02,2,Fri,Grocery,Debit,56,16,,35,1,3.0,2,3.5,0,1
307.82,12,Sat,Restaurant,Credit,40,51,1093.96,36,1,4.0,1,27.8,0,0
544.53,15,Mon,Travel,Credit,67,14,1216.67,38,1,0.0,1,3.6,0,0
520.48,7,Wed,ATM,Debit,63,56,357.28,48,3,1.0,1,13.2,0,0
125093.55,14,Wed,Online,Credit,60,41,1067.52,28,5,2.0,1,23.6,0,0
20.9,16,Mon,Grocery,Credit,45,31,355.52,13,2,0.0,1,,0,1
212.99,16,Fri,Grocery,Credit,31,17,1092.37,12,1,0.0,3,1.6,0,0
3.73,21,Fri,Gas,Credit,34,8,171.66,22,2,0.0,2,16.6,0,0
,12,Tue,Travel,Credit,41,45,664.35,44,2,0.0,1,1.1,0,0
58.65,16,Wed,Electronics,Credit,70,3,50.0,2,1,2.0,2,17.7,0,1
100.6,5,Mon,ATM,Debit,75,127,446.12,29,2,2.0,1,28.0,1,0
220.72,16,Thu,ATM,Credit,51,139,230.16,13,1,0.0,1,8.0,0,0
,15,Mon,Restaurant,Credit,68,5,1060.47,35,1,0.0,3,13.4,0,0
88.56,13,Sun,ATM,Credit,65,4,837.76,13,1,0.0,1,52.8,0,0
47.95,12,Fri,Restaurant,Debit,39,19,612.99,57,1,1.0,3,12.7,0,0
877.73,5,Wed,Online,Credit,27,119,846.85,34,2,0.0,6,113.4,0,1
83.32,2,Thu,Restaurant,Debit,71,18,467.62,19,1,0.0,2,3.4,0,1
90.05,13,Sun,Grocery,Prepaid,25,16,928.74,9,1,0.0,1,24.7,0,0
26.8,13,Thu,ATM,Credit,38,44,768.91,52,3,0.0,1,21.1,0,0
237.57,14,Tue,Restaurant,Credit,54,7,1712.36,31,5,0.0,1,41.2,0,1
177.47,7,Wed,Online,Credit,24,16,1453.41,33,1,5.0,2,1.9,0,1
37.42,14,Sat,Restaurant,Prepaid,43,12,1176.22,27,1,0.0,3,6.6,0,0
12.9,21,Fri,Grocery,Debit,30,33,916.93,45,1,0.0,2,2.8,0,0
171.15,12,Fri,Grocery,Debit,33,6,968.14,2,1,0.0,3,54.1,0,0
159.42,16,Sat,Restaurant,Credit,47,29,1296.36,15,1,0.0,3,11.1,0,0
47.88,20,Sat,Gas,Prepaid,48,70,915.26,19,1,0.0,4,48.2,0,1
451.97,23,Sun,Restaurant,Credit,22,26,939.87,57,2,0.0,1,7.0,0,0
24.56,2,Mon,Gas,Credit,49,41,569.41,31,2,2.0,4,2.7,0,0
84.93,5,Thu,Gas,Debit,33,3,525.07,57,1,0.0,2,7.0,0,0
431.34,4,Fri,Online,Prepaid,64,21,757.11,16,1,0.0,1,18.2,0,0
81.64,21,Fri,Restaurant,Credit,26,4,50.0,43,1,0.0,7,37.3,0,0
152.63,16,Thu,ATM,Credit,39,33,788.37,15,1,1.0,5,9.7,0,1
76.02,22,Tue,Restaurant,Credit,72,12,703.14,6,1,0.0,2,49.3,0,0
48.08,1,Fri,Restaurant,Credit,61,12,1151.61,14,1,1.0,3,5.6,0,0
620.07,14,Fri,Grocery,Credit,57,3,1289.85,27,1,0.0,1,23.7,0,1
,4,Mon,Electronics,Prepaid,62,13,1828.57,38,1,0.0,1,26.6,0,1
336.79,19,Wed,Grocery,Debit,54,25,1031.82,19,1,0.0,1,6.4,0,0
39.2,5,Tue,Gas,Debit,31,32,860.81,37,1,4.0,1,0.5,0,0
35.95,5,Wed,Electronics,Debit,33,2,573.54,43,1,0.0,1,9.1,1,1
4.74,17,Mon,Electronics,Credit,60,38,380.42,4,1,0.0,1,0.9,1,0
158.19,17,Wed,Online,Debit,37,24,1165.68,58,1,0.0,2,46.2,0,0
68.95,3,Thu,Restaurant,Debit,61,28,789.02,26,1,0.0,1,61.4,0,1
299.66,16,Thu,Electronics,Credit,32,64,969.97,9,1,0.0,1,26.6,0,0
