age,gender,education,department,job_level,years_at_company,years_in_role,num_companies_worked,monthly_income,overtime,work_life_balance,job_satisfaction,relationship_satisfaction,environment_satisfaction,training_last_year,performance_rating,distance_from_home,business_travel,attrition
41,Male,High School,Operations,Lead,3.9,3.2,5,7800.0,Yes,1.0,3,3,3.0,5.0,3,13,Non-Travel,0
24,Female,Bachelor,Engineering,Mid,0.3,0.2,6,5000.0,Yes,2.0,3,3,4.0,4.0,4,20,Travel_Rarely,0
37,Male,Master,Engineering,Mid,0.8,0.6,3,7700.0,No,3.0,2,4,2.0,0.0,3,9,Non-Travel,0
51,Male,Bachelor,Sales,Mid,1.6,1.1,1,,No,3.0,4,3,,,2,25,Travel_Rarely,0
44,Male,Master,Engineering,Mid,0.3,0.3,3,,No,2.0,3,2,3.0,6.0,3,5,Non-Travel,0
49,Male,Master,Finance,Manager,0.9,0.3,4,11800.0,No,3.0,4,3,2.0,5.0,3,11,Travel_Rarely,0
26,Female,Bachelor,Operations,Mid,9.7,6.2,1,4600.0,No,3.0,3,4,4.0,1.0,3,7,Travel_Frequently,0
41,Male,Bachelor,HR,Manager,0.1,0.0,4,10400.0,No,3.0,2,3,1.0,5.0,4,6,Non-Travel,0
22,Female,Bachelor,Marketing,Junior,4.2,1.7,5,5000.0,No,3.0,2,3,3.0,2.0,2,12,Non-Travel,0
51,Female,Master,HR,Senior,1.9,1.1,5,10200.0,No,3.0,1,4,3.0,3.0,3,12,Travel_Rarely,1
42,Female,Master,Sales,Lead,4.5,1.8,3,9100.0,Yes,4.0,3,4,3.0,4.0,3,6,Non-Travel,0
41,Male,Bachelor,Engineering,Senior,3.6,3.5,3,8700.0,No,2.0,2,2,2.0,1.0,1,4,Travel_Rarely,0
27,Female,PhD,Finance,Senior,1.0,1.0,5,8500.0,No,2.0,3,3,3.0,3.0,4,26,Travel_Rarely,1
43,Male,Master,Operations,Mid,7.5,4.0,2,7000.0,Yes,1.0,1,2,4.0,0.0,3,13,Travel_Frequently,1
39,Female,Bachelor,Operations,Lead,2.7,2.0,5,9100.0,No,3.0,3,4,3.0,0.0,4,12,Travel_Rarely,1
29,Male,Bachelor,Engineering,Lead,6.9,4.6,7,9100.0,No,3.0,2,4,4.0,0.0,4,15,Travel_Rarely,0
53,Female,PhD,Engineering,Junior,2.1,1.8,1,8600.0,No,3.0,3,4,3.0,3.0,4,8,Non-Travel,1
54,Female,High School,Sales,Lead,16.7,12.3,7,7600.0,No,,1,3,2.0,4.0,3,13,Travel_Rarely,0
37,Male,Bachelor,Operations,Mid,5.9,1.8,4,6300.0,No,3.0,3,3,2.0,0.0,4,11,Travel_Rarely,0
33,Male,Bachelor,Operations,Junior,13.5,11.3,5,6900.0,No,3.0,1,3,3.0,3.0,3,11,Travel_Frequently,0
59,Female,Bachelor,Marketing,Lead,2.9,2.4,5,,No,2.0,1,3,3.0,3.0,3,11,Travel_Frequently,0
55,Male,Master,Engineering,Mid,2.6,1.7,6,8200.0,Yes,3.0,4,1,2.0,6.0,3,26,Travel_Frequently,0
35,Female,Bachelor,HR,Lead,5.6,5.2,4,52710.0,No,4.0,2,4,2.0,4.0,3,19,Travel_Rarely,0
57,Male,Bachelor,Engineering,Junior,8.5,8.0,6,5600.0,No,3.0,4,3,1.0,1.0,4,21,Travel_Rarely,0
54,Male,Master,Engineering,Junior,13.3,8.9,4,8000.0,No,2.0,4,4,3.0,1.0,3,17,Travel_Frequently,0
44,Female,Master,HR,Mid,1.6,1.2,7,6000.0,Yes,4.0,3,4,3.0,3.0,4,1,Travel_Rarely,0
23,Female,Bachelor,Sales,Junior,6.4,6.4,1,4400.0,No,1.0,3,4,3.0,1.0,3,13,Travel_Rarely,1
42,Female,Bachelor,Sales,Senior,0.9,0.5,4,8200.0,No,3.0,3,3,2.0,2.0,4,25,Non-Travel,0
23,Male,Master,Operations,Junior,3.2,1.7,3,6400.0,No,1.0,3,2,3.0,4.0,1,20,Travel_Frequently,1
48,Female,Bachelor,Marketing,Mid,0.8,0.3,5,7100.0,No,4.0,3,3,4.0,3.0,4,9,Travel_Rarely,0
30,Female,Bachelor,Engineering,Junior,1.7,1.6,4,5100.0,Yes,1.0,2,3,2.0,,4,23,Travel_Rarely,1
22,Female,High School,HR,Mid,10.7,8.8,1,4700.0,No,2.0,3,1,2.0,5.0,2,26,Travel_Frequently,0
32,Female,Bachelor,Engineering,Senior,0.6,0.2,4,6500.0,No,4.0,4,1,3.0,1.0,3,24,Travel_Rarely,0
24,Male,Master,Marketing,Junior,4.0,3.9,5,4900.0,No,3.0,2,3,4.0,4.0,4,11,Travel_Rarely,0
44,Male,High School,Marketing,Senior,3.6,2.9,2,7700.0,No,3.0,3,4,2.0,5.0,3,9,Travel_Rarely,0
47,Male,Bachelor,Marketing,Lead,0.5,0.4,4,9000.0,No,1.0,3,4,4.0,0.0,2,17,Travel_Rarely,0
25,Female,Bachelor,Marketing,Senior,1.6,0.5,3,7200.0,Yes,3.0,1,2,1.0,1.0,4,7,Non-Travel,1
39,Male,Master,Sales,Lead,3.3,2.2,5,8800.0,No,4.0,1,4,2.0,5.0,3,8,Travel_Rarely,1
27,Female,High School,Engineering,Junior,0.8,0.6,1,3700.0,No,3.0,3,3,3.0,4.0,3,2,Travel_Rarely,1
56,Male,High School,Engineering,Junior,6.5,4.4,7,6200.0,Yes,4.0,3,3,3.0,5.0,2,14,Travel_Rarely,1
43,Female,Master,Engineering,Lead,14.3,11.0,7,7800.0,No,4.0,2,3,3.0,6.0,3,10,Travel_Frequently,0
36,Female,Bachelor,Marketing,Senior,1.0,0.9,5,5100.0,No,3.0,3,3,3.0,0.0,2,9,Travel_Rarely,0
43,Male,Master,Engineering,Senior,0.8,0.4,6,9300.0,No,2.0,3,3,1.0,5.0,4,28,Travel_Frequently,1
58,Male,Bachelor,Sales,Senior,2.4,2.1,2,7600.0,Yes,2.0,4,3,3.0,6.0,4,1,Travel_Rarely,1
33,Male,Master,Engineering,Mid,5.5,2.3,1,7000.0,No,1.0,1,3,2.0,3.0,3,12,Travel_Rarely,0
59,Female,Bachelor,Operations,Junior,1.3,0.6,2,6800.0,No,3.0,3,4,3.0,6.0,3,14,Non-Travel,0
39,Female,Bachelor,Engineering,Senior,0.1,0.0,7,8100.0,No,4.0,1,4,3.0,0.0,3,19,Non-Travel,0
56,Male,PhD,Finance,Senior,3.1,1.7,2,,No,3.0,2,4,3.0,1.0,4,29,Travel_Rarely,0
51,Female,Master,Engineering,Mid,12.5,7.1,3,,Yes,4.0,2,2,3.0,3.0,3,11,Non-Travel,0
45,Male,Bachelor,Sales,Lead,2.0,1.7,7,8300.0,No,4.0,3,3,3.0,3.0,4,9,Travel_Frequently,0
51,Male,Bachelor,HR,Mid,2.2,1.7,4,7200.0,No,,4,3,3.0,0.0,3,17,Non-Travel,0
35,Female,High School,Finance,Mid,13.9,8.4,3,6000.0,No,,3,3,4.0,,3,20,Travel_Frequently,0
27,Male,Master,HR,Lead,4.7,3.6,3,9900.0,No,3.0,3,4,4.0,6.0,2,26,Travel_Rarely,1
24,Male,Bachelor,Operations,Senior,5.1,1.7,6,5500.0,No,4.0,2,2,3.0,,3,6,Travel_Rarely,0
37,Male,Bachelor,Engineering,Mid,3.3,1.4,3,191727.0,No,,3,4,3.0,0.0,3,6,Non-Travel,0
28,Male,Bachelor,Sales,Junior,14.7,10.9,1,4700.0,No,3.0,3,3,3.0,0.0,4,20,Travel_Rarely,0
35,Male,High School,Operations,Junior,4.7,3.5,4,4700.0,No,3.0,3,2,2.0,5.0,4,10,Non-Travel,0
30,Male,Master,Engineering,Senior,9.0,7.6,4,7900.0,No,,3,3,4.0,6.0,4,10,Travel_Rarely,0
36,Female,Master,Finance,Mid,4.8,2.8,7,6300.0,No,3.0,3,2,2.0,0.0,3,26,Travel_Rarely,0
42,Male,Master,Marketing,Lead,5.3,4.3,1,9300.0,No,3.0,1,3,1.0,6.0,3,26,Travel_Rarely,0
56,Male,Bachelor,Engineering,Manager,1.4,1.1,3,12500.0,Yes,2.0,3,2,3.0,4.0,3,17,Travel_Frequently,1
23,Male,PhD,Finance,Lead,1.4,1.4,3,10800.0,No,2.0,3,3,2.0,1.0,3,21,Travel_Rarely,0
48,Male,Master,Sales,Mid,6.1,2.7,2,7800.0,Yes,3.0,2,4,4.0,3.0,3,14,Non-Travel,0
23,Female,Bachelor,Engineering,Senior,1.4,1.0,7,7300.0,No,4.0,2,3,4.0,2.0,3,5,Travel_Rarely,0
56,Female,Bachelor,Sales,Mid,3.3,2.4,7,7300.0,No,,4,1,3.0,5.0,4,3,Travel_Frequently,1
39,Male,Master,Marketing,Junior,1.1,1.1,2,6400.0,Yes,1.0,4,3,2.0,1.0,3,11,Non-Travel,1
35,Female,High School,Engineering,Junior,6.8,3.0,6,4100.0,No,4.0,1,3,3.0,2.0,4,19,Travel_Rarely,0
41,Male,Bachelor,Finance,Mid,0.5,0.3,5,5600.0,No,4.0,3,4,,0.0,4,20,Non-Travel,0
39,Male,High School,Operations,Lead,7.1,3.9,2,7300.0,Yes,4.0,3,3,2.0,3.0,3,19,Non-Travel,0
31,Male,PhD,HR,Junior,3.7,2.5,4,8300.0,No,3.0,4,1,4.0,5.0,4,14,Travel_Rarely,0
46,Male,Bachelor,HR,Junior,0.8,0.4,1,6500.0,No,2.0,4,3,2.0,1.0,2,15,Travel_Rarely,1
23,Male,Bachelor,Engineering,Manager,3.1,1.0,3,10800.0,No,2.0,3,4,3.0,2.0,3,3,Travel_Rarely,0
46,Female,Bachelor,Engineering,Junior,1.3,0.9,5,6100.0,No,3.0,2,2,4.0,2.0,3,3,Travel_Rarely,0
54,Male,Master,HR,Senior,1.6,0.9,2,8300.0,Yes,1.0,3,3,4.0,2.0,3,23,Non-Travel,1
57,Female,Bachelor,Finance,Mid,1.7,0.7,7,7500.0,Yes,2.0,3,4,3.0,1.0,3,9,Non-Travel,0
52,Male,Bachelor,Operations,Junior,0.3,0.2,5,7100.0,No,4.0,4,1,3.0,4.0,3,11,Travel_Rarely,0
35,Male,Master,Operations,Lead,17.1,5.7,1,9800.0,No,3.0,3,1,4.0,0.0,4,15,Travel_Rarely,0
22,Female,Master,Operations,Junior,0.1,0.1,1,4500.0,No,2.0,4,3,4.0,3.0,4,29,Non-Travel,1
37,Male,Bachelor,Operations,Mid,4.3,3.0,7,4900.0,No,2.0,3,4,4.0,2.0,3,17,Travel_Rarely,1
24,Male,Bachelor,Engineering,Junior,1.9,1.7,5,5200.0,No,3.0,1,4,4.0,5.0,3,24,Travel_Rarely,0
56,Female,Master,Finance,Junior,4.2,2.5,5,,No,1.0,3,3,3.0,1.0,2,26,Non-Travel,0
27,Female,Master,Operations,Junior,1.8,1.7,6,6100.0,No,3.0,2,3,1.0,5.0,3,12,Travel_Rarely,1
46,Female,PhD,Engineering,Junior,4.5,2.9,5,7200.0,Yes,2.0,3,3,2.0,2.0,3,17,Travel_Rarely,1
34,Female,Bachelor,Operations,Junior,5.2,3.6,3,,Yes,4.0,3,4,3.0,1.0,3,9,Non-Travel,0
55,Female,PhD,Engineering,Senior,4.7,3.0,4,9200.0,No,4.0,4,3,3.0,5.0,2,13,Travel_Rarely,0
29,Female,Master,Finance,Mid,0.5,0.4,2,6800.0,No,3.0,4,3,3.0,4.0,3,8,Travel_Rarely,0
42,Male,Master,Finance,Mid,4.3,3.0,7,7900.0,Yes,3.0,1,3,3.0,2.0,3,22,Travel_Frequently,0
55,Male,Master,Operations,Mid,1.3,0.6,2,8600.0,No,2.0,1,4,3.0,6.0,3,6,Travel_Rarely,0
25,Male,Bachelor,Engineering,Manager,0.1,0.0,2,8700.0,No,3.0,4,3,2.0,2.0,3,27,Travel_Rarely,0
46,Male,Bachelor,Marketing,Lead,2.1,1.5,5,9200.0,Yes,3.0,3,1,3.0,3.0,4,26,Non-Travel,0
36,Female,Master,HR,Senior,2.3,1.5,7,7600.0,No,3.0,4,2,4.0,1.0,4,23,Travel_Frequently,0
25,Female,Master,Engineering,Lead,2.5,0.9,5,10000.0,Yes,2.0,2,4,4.0,1.0,3,24,Travel_Frequently,0
33,Female,Master,Marketing,Mid,4.9,2.8,6,7600.0,No,2.0,4,4,2.0,4.0,3,29,Non-Travel,0
53,Male,Bachelor,HR,Mid,1.5,1.0,5,6900.0,Yes,2.0,3,3,,2.0,2,7,Non-Travel,1
53,Female,High School,Finance,Senior,1.5,1.3,6,9200.0,No,3.0,2,3,4.0,3.0,3,29,Travel_Rarely,0
49,Male,Master,Engineering,Senior,0.2,0.1,6,8200.0,Yes,3.0,1,2,3.0,5.0,4,1,Travel_Rarely,1
34,Female,Bachelor,HR,Mid,4.6,2.5,3,5900.0,No,3.0,4,2,3.0,0.0,3,10,Non-Travel,0
52,Male,Bachelor,Finance,Mid,3.4,3.0,3,7200.0,No,3.0,3,3,2.0,3.0,4,15,Travel_Rarely,0
35,Male,PhD,Engineering,Manager,1.7,1.3,3,13900.0,No,1.0,4,2,2.0,5.0,3,29,Non-Travel,0
41,Male,PhD,Sales,Lead,4.9,2.5,3,11700.0,No,4.0,3,3,2.0,3.0,4,14,Non-Travel,0
39,Male,Master,Operations,Mid,3.1,2.8,1,,No,3.0,1,3,2.0,5.0,3,4,Travel_Rarely,0
50,Female,High School,HR,Senior,2.5,1.6,3,6600.0,Yes,1.0,3,4,,3.0,2,4,Travel_Rarely,0
27,Female,Bachelor,Marketing,Junior,2.9,1.9,3,4100.0,No,3.0,1,4,3.0,6.0,2,29,Travel_Frequently,1
53,Female,Bachelor,Engineering,Junior,4.0,3.9,3,6700.0,No,3.0,3,2,3.0,3.0,4,9,Travel_Rarely,0
50,Male,High School,Engineering,Mid,4.3,4.1,6,5200.0,No,2.0,3,2,2.0,2.0,3,15,Non-Travel,1
23,Male,High School,Engineering,Mid,1.4,0.8,2,5100.0,No,3.0,3,4,3.0,3.0,3,12,Travel_Frequently,0
44,Female,Master,Engineering,Junior,0.6,0.2,7,7300.0,No,4.0,3,4,3.0,5.0,4,9,Non-Travel,1
40,Female,High School,HR,Lead,0.7,0.4,2,6800.0,No,2.0,2,3,4.0,5.0,3,3,Travel_Rarely,0
52,Male,Bachelor,HR,Mid,4.1,1.3,2,7300.0,No,3.0,2,2,2.0,1.0,3,27,Travel_Rarely,0
26,Male,High School,HR,Senior,8.3,2.6,4,6800.0,No,2.0,3,4,2.0,5.0,4,15,Non-Travel,0
40,Female,Bachelor,Sales,Junior,2.1,1.2,1,5200.0,No,4.0,4,2,3.0,1.0,3,25,Non-Travel,0
55,Male,Bachelor,HR,Junior,0.7,0.7,6,6100.0,No,,3,1,3.0,6.0,3,21,Travel_Frequently,0
31,Male,Bachelor,Sales,Lead,5.7,5.2,5,6600.0,No,2.0,4,4,,6.0,3,11,Travel_Rarely,0
46,Male,Bachelor,Sales,Senior,7.1,4.7,6,7500.0,No,3.0,1,4,3.0,5.0,3,6,Non-Travel,0
23,Male,Bachelor,Operations,Manager,8.5,5.9,3,,No,1.0,3,3,4.0,3.0,1,15,Travel_Frequently,0
32,Female,Bachelor,Finance,Manager,3.7,1.1,2,9500.0,No,2.0,3,1,3.0,5.0,3,7,Travel_Rarely,0
52,Female,Bachelor,Finance,Mid,7.9,3.6,6,6500.0,No,1.0,4,3,1.0,6.0,2,19,Travel_Rarely,0
36,Male,Bachelor,Engineering,Mid,0.1,0.0,1,5100.0,No,2.0,3,3,4.0,1.0,3,14,Travel_Rarely,0
30,Male,Master,Operations,Lead,0.5,0.4,3,8000.0,Yes,2.0,3,4,2.0,6.0,4,4,Travel_Rarely,0
44,Male,Bachelor,Finance,Manager,0.4,0.2,4,9700.0,Yes,4.0,4,3,2.0,2.0,4,21,Travel_Rarely,0
40,Male,Bachelor,Marketing,Senior,5.0,4.5,5,8300.0,No,4.0,2,4,4.0,6.0,4,1,Non-Travel,0
30,Male,Master,Engineering,Senior,0.3,0.2,3,7700.0,No,3.0,1,2,2.0,6.0,2,24,Travel_Rarely,0
56,Female,High School,Operations,Senior,2.7,1.2,7,8600.0,No,3.0,3,1,2.0,0.0,4,27,Travel_Rarely,1
42,Male,PhD,Marketing,Mid,2.6,1.1,5,8000.0,No,3.0,2,3,,3.0,3,23,Travel_Frequently,0
30,Male,Bachelor,Operations,Mid,1.5,1.1,6,5400.0,No,3.0,4,3,3.0,5.0,3,13,Travel_Rarely,0
49,Male,Master,Sales,Lead,8.2,7.6,3,9600.0,No,3.0,3,4,1.0,1.0,3,11,Travel_Rarely,1
28,Male,Bachelor,Engineering,Senior,0.7,0.6,4,4300.0,No,3.0,3,4,3.0,1.0,4,28,Non-Travel,0
37,Male,Bachelor,Engineering,Junior,1.7,0.9,6,5800.0,Yes,3.0,4,2,3.0,6.0,3,29,Travel_Frequently,1
37,Male,Bachelor,Engineering,Mid,6.0,4.3,1,6000.0,No,3.0,4,4,4.0,2.0,3,18,Travel_Rarely,0
54,Female,PhD,Operations,Junior,0.1,0.1,5,8200.0,No,3.0,3,2,3.0,6.0,4,23,Travel_Rarely,0
25,Male,Bachelor,Sales,Junior,4.5,4.5,5,3100.0,No,3.0,4,2,3.0,5.0,4,28,Travel_Frequently,0
25,Male,Bachelor,Sales,Lead,6.8,5.6,1,7700.0,No,4.0,1,3,3.0,2.0,1,9,Travel_Frequently,0
38,Female,Bachelor,Engineering,Junior,10.8,7.9,7,5000.0,No,3.0,4,2,1.0,0.0,3,21,Travel_Rarely,0
58,Female,High School,Sales,Junior,8.4,5.0,5,,Yes,4.0,2,3,2.0,5.0,2,11,Travel_Rarely,1
50,Female,Master,Engineering,Mid,1.5,1.1,6,7600.0,Yes,3.0,3,3,3.0,4.0,3,6,Travel_Frequently,1
57,Female,Bachelor,Marketing,Senior,3.5,1.9,2,7800.0,Yes,2.0,2,2,3.0,4.0,4,16,Travel_Frequently,0
59,Male,Master,HR,Mid,0.3,0.1,7,8600.0,No,3.0,4,2,3.0,5.0,4,5,Travel_Rarely,0
58,Male,Master,Sales,Junior,1.2,0.7,1,8200.0,Yes,3.0,1,3,,4.0,3,1,Travel_Rarely,1
56,Male,Master,Engineering,Junior,0.4,0.4,4,7000.0,Yes,3.0,3,3,,0.0,1,22,Non-Travel,0
28,Female,Bachelor,Engineering,Junior,1.5,1.1,7,3700.0,No,3.0,3,3,3.0,3.0,3,14,Travel_Rarely,0
48,Female,High School,Sales,Mid,8.3,3.0,3,5000.0,No,1.0,3,4,3.0,6.0,3,23,Travel_Rarely,1
49,Male,Bachelor,Finance,Junior,1.7,1.6,3,6300.0,No,4.0,3,2,3.0,4.0,3,21,Travel_Rarely,0
43,Male,Master,Finance,Manager,3.3,1.6,1,12700.0,No,4.0,3,3,3.0,6.0,3,19,Travel_Rarely,0
35,Female,Bachelor,Marketing,Mid,2.3,1.1,2,4500.0,No,3.0,4,3,4.0,4.0,3,6,Non-Travel,0
28,Male,Bachelor,Marketing,Junior,2.5,1.3,6,4100.0,Yes,2.0,2,4,4.0,5.0,3,28,Non-Travel,1
58,Male,Bachelor,Sales,Senior,14.0,9.9,4,7900.0,No,4.0,3,4,3.0,1.0,4,12,Travel_Rarely,0
43,Female,Master,Operations,Mid,1.4,1.0,3,5700.0,No,3.0,3,2,3.0,1.0,3,27,Travel_Rarely,0
26,Female,Bachelor,Marketing,Senior,3.9,2.5,3,6500.0,No,3.0,4,2,2.0,3.0,2,7,Travel_Rarely,1
23,Female,PhD,Operations,Junior,2.2,1.8,6,6900.0,No,3.0,3,3,3.0,5.0,3,10,Travel_Frequently,0
48,Female,Bachelor,Sales,Mid,0.3,0.2,2,7000.0,No,3.0,2,4,3.0,2.0,3,10,Travel_Rarely,0
42,Male,Master,Operations,Senior,2.7,2.3,5,8100.0,No,1.0,3,2,4.0,0.0,4,28,Travel_Rarely,0
59,Female,PhD,Marketing,Manager,6.7,2.8,7,13200.0,No,3.0,3,3,2.0,4.0,2,25,Non-Travel,1
36,Female,Master,Marketing,Junior,0.4,0.3,1,5500.0,No,3.0,2,4,,5.0,4,13,Travel_Rarely,0
42,Male,Master,Sales,Mid,0.3,0.2,2,5900.0,No,3.0,3,4,4.0,6.0,3,7,Travel_Rarely,0
31,Male,Master,Marketing,Mid,0.7,0.5,2,6600.0,No,2.0,2,3,4.0,6.0,3,19,Travel_Rarely,1
44,Male,Bachelor,Operations,Manager,5.8,3.7,2,11000.0,No,2.0,3,1,4.0,5.0,3,1,Non-Travel,0
26,Male,PhD,Finance,Lead,5.1,3.9,2,9800.0,Yes,2.0,3,1,2.0,0.0,4,15,Non-Travel,0
22,Female,Bachelor,Finance,Junior,3.3,1.2,5,5500.0,No,1.0,2,3,1.0,1.0,4,14,Non-Travel,0
34,Female,Master,Operations,Junior,2.5,2.2,6,6500.0,Yes,,4,1,2.0,0.0,3,13,Travel_Rarely,1
42,Male,Master,Engineering,Mid,8.8,3.0,4,7800.0,No,3.0,2,4,4.0,1.0,3,7,Travel_Rarely,0
47,Male,Bachelor,Finance,Junior,5.8,2.3,7,6000.0,No,2.0,3,1,1.0,0.0,3,12,Travel_Frequently,0
42,Female,Bachelor,HR,Mid,6.7,4.7,2,7800.0,No,2.0,4,1,2.0,6.0,4,8,Travel_Rarely,0
39,Male,Master,Operations,Junior,6.7,5.5,7,6100.0,No,3.0,2,2,,1.0,3,15,Travel_Rarely,1
58,Male,PhD,Sales,Senior,4.1,1.4,2,10700.0,No,2.0,1,3,3.0,0.0,3,27,Travel_Frequently,1
53,Female,High School,HR,Manager,2.5,2.4,1,10800.0,No,3.0,2,3,3.0,4.0,4,17,Travel_Rarely,0
57,Male,Master,Finance,Manager,8.0,7.9,3,12900.0,No,3.0,3,3,4.0,4.0,3,21,Travel_Rarely,0
38,Male,Master,Marketing,Mid,10.4,7.5,5,7400.0,No,1.0,3,4,1.0,3.0,4,12,Travel_Frequently,1
56,Male,High School,Finance,Senior,0.1,0.1,2,7600.0,Yes,2.0,3,3,3.0,0.0,4,28,Travel_Rarely,1
32,Male,Bachelor,Operations,Lead,0.2,0.2,4,8400.0,No,3.0,2,1,3.0,2.0,4,13,Non-Travel,0
42,Female,Bachelor,Operations,Junior,12.8,6.8,4,6000.0,No,2.0,2,4,2.0,3.0,4,8,Travel_Frequently,0
47,Male,Master,Sales,Senior,1.3,0.8,4,9200.0,Yes,4.0,3,4,3.0,0.0,3,10,Travel_Rarely,0
25,Male,PhD,Engineering,Mid,8.3,7.8,1,8600.0,No,3.0,2,1,3.0,2.0,3,7,Travel_Rarely,0
55,Female,High School,Sales,Junior,2.0,1.9,4,5900.0,Yes,2.0,3,2,3.0,4.0,3,2,Travel_Frequently,1
39,Female,Bachelor,Engineering,Mid,0.5,0.5,6,5300.0,No,3.0,3,4,1.0,6.0,4,29,Travel_Rarely,0
56,Male,Bachelor,HR,Junior,0.3,0.1,1,6400.0,Yes,3.0,4,3,4.0,6.0,3,29,Travel_Rarely,0
50,Male,Bachelor,Operations,Senior,0.7,0.3,5,7400.0,No,2.0,1,3,4.0,,3,16,Travel_Rarely,0
50,Female,Bachelor,Marketing,Junior,1.2,0.6,4,5600.0,No,2.0,3,4,,6.0,4,29,Non-Travel,0
59,Male,Bachelor,Sales,Mid,2.7,1.6,3,6900.0,No,3.0,3,1,3.0,5.0,4,4,Non-Travel,0
42,Male,PhD,Sales,Junior,4.8,2.5,2,6900.0,No,4.0,4,3,3.0,4.0,3,6,Travel_Rarely,0
34,Female,Bachelor,Finance,Lead,17.2,9.7,5,6300.0,No,2.0,4,2,2.0,5.0,2,7,Non-Travel,0
38,Female,PhD,HR,Mid,2.3,1.7,6,9300.0,No,3.0,4,1,3.0,6.0,3,23,Travel_Rarely,0
30,Female,Bachelor,Engineering,Mid,2.9,2.4,3,5300.0,No,2.0,3,3,2.0,2.0,3,19,Non-Travel,0
22,Female,Master,Operations,Mid,3.0,2.4,5,4900.0,No,3.0,2,2,4.0,,3,28,Travel_Rarely,1
23,Female,Bachelor,Operations,Mid,3.1,2.7,6,5500.0,Yes,3.0,3,4,3.0,0.0,2,24,Travel_Frequently,1
50,Male,Bachelor,Engineering,Junior,2.9,0.9,4,6500.0,Yes,3.0,3,2,4.0,3.0,3,23,Travel_Rarely,1
54,Female,Bachelor,Operations,Senior,0.0,0.0,5,7900.0,No,3.0,3,1,,5.0,2,4,Travel_Rarely,1
31,Male,High School,Engineering,Junior,0.0,0.0,5,3500.0,No,2.0,2,1,,3.0,3,10,Travel_Frequently,0
42,Male,PhD,Marketing,Junior,0.4,0.3,5,,Yes,3.0,3,4,3.0,6.0,4,29,Non-Travel,1
49,Female,Master,HR,Senior,0.4,0.3,1,10600.0,Yes,2.0,4,3,4.0,4.0,3,4,Travel_Rarely,0
32,Male,Bachelor,Sales,Junior,4.9,1.7,3,4000.0,No,3.0,2,3,3.0,1.0,3,20,Non-Travel,1
55,Male,High School,Operations,Mid,0.9,0.4,7,5100.0,No,4.0,3,3,3.0,5.0,3,5,Travel_Rarely,1
29,Female,Bachelor,Engineering,Mid,9.0,6.7,6,5400.0,No,3.0,2,3,3.0,0.0,4,14,Non-Travel,0
43,Male,Bachelor,Marketing,Mid,10.6,9.6,4,7000.0,No,2.0,2,1,1.0,5.0,4,11,Non-Travel,0
29,Male,Master,Engineering,Senior,14.9,14.0,2,9100.0,Yes,3.0,1,4,3.0,0.0,3,2,Non-Travel,0
36,Male,High School,Sales,Senior,11.2,7.3,4,,No,3.0,2,4,3.0,3.0,4,9,Travel_Rarely,0
38,Female,Bachelor,Sales,Senior,1.3,0.9,4,7000.0,No,4.0,2,3,1.0,3.0,3,22,Travel_Rarely,1
44,Female,Bachelor,HR,Senior,2.9,2.6,1,6500.0,No,3.0,3,3,2.0,3.0,2,12,Travel_Rarely,0
45,Male,High School,Finance,Mid,0.8,0.5,1,6800.0,No,3.0,4,4,3.0,0.0,1,24,Travel_Rarely,0
40,Female,Bachelor,Engineering,Mid,6.6,4.4,5,6100.0,No,3.0,2,3,3.0,5.0,2,27,Non-Travel,0
26,Male,Bachelor,Finance,Mid,8.8,8.2,4,5500.0,No,3.0,4,4,3.0,3.0,3,1,Travel_Frequently,0
53,Female,Master,Finance,Mid,7.6,6.5,3,8200.0,Yes,2.0,4,1,3.0,0.0,3,22,Travel_Rarely,0
22,Male,High School,Finance,Manager,2.3,2.2,1,9300.0,Yes,2.0,3,3,3.0,4.0,3,15,Non-Travel,0
44,Male,Master,HR,Lead,5.7,2.6,6,9600.0,Yes,2.0,3,4,3.0,6.0,3,6,Non-Travel,0
58,Female,High School,Operations,Junior,0.4,0.3,1,7000.0,No,2.0,1,2,3.0,6.0,3,24,Travel_Rarely,1
29,Male,Master,HR,Junior,0.2,0.2,3,4700.0,No,1.0,3,2,3.0,6.0,3,29,Travel_Rarely,0
34,Male,Bachelor,Engineering,Junior,5.6,2.1,1,5400.0,No,3.0,4,3,4.0,5.0,2,17,Travel_Rarely,0
29,Female,High School,Sales,Junior,2.2,1.9,7,4800.0,No,3.0,2,4,3.0,5.0,4,21,Travel_Rarely,1
44,Female,Bachelor,Engineering,Junior,21.7,9.3,3,5400.0,No,4.0,3,2,4.0,5.0,4,15,Travel_Rarely,0
22,Male,Bachelor,Sales,Mid,0.4,0.3,7,,Yes,3.0,1,4,3.0,1.0,3,14,Travel_Rarely,1
45,Male,Master,Finance,Lead,7.7,5.6,7,10300.0,Yes,4.0,3,3,2.0,3.0,3,19,Travel_Frequently,0
56,Male,Bachelor,Engineering,Senior,2.6,1.1,2,9000.0,Yes,3.0,1,4,2.0,0.0,3,22,Travel_Rarely,1
45,Male,Bachelor,Engineering,Junior,7.0,4.4,3,5700.0,No,1.0,3,4,2.0,4.0,4,9,Non-Travel,0
38,Male,Bachelor,Marketing,Mid,6.8,5.3,2,5900.0,Yes,3.0,3,3,,2.0,3,26,Non-Travel,0
